,loss,accuracy,val_loss,val_accuracy,lr
0,0.7394751310348511,0.7234776020050049,0.8658674359321594,0.6186829805374146,9.999999747378752e-05
1,0.2962755560874939,0.9023362994194031,0.6152573823928833,0.7304747104644775,9.999999747378752e-05
2,0.1771509349346161,0.9471467137336731,0.5224934220314026,0.8131699562072754,9.999999747378752e-05
3,0.11283817887306213,0.9659134149551392,0.5600283741950989,0.7901991009712219,9.999999747378752e-05
4,0.06921479105949402,0.9808502197265625,0.5262594223022461,0.8101071715354919,9.999999747378752e-05
5,0.05136061832308769,0.9862121939659119,0.4563562572002411,0.8330780863761902,9.999999747378752e-05
6,0.03128203749656677,0.9919571280479431,0.4772662818431854,0.8223583698272705,9.999999747378752e-05
7,0.02427017129957676,0.9961700439453125,0.3679058849811554,0.8683001399040222,9.999999747378752e-05
8,0.026143791154026985,0.9919571280479431,0.16243526339530945,0.9509953856468201,9.999999747378752e-05
9,0.020632170140743256,0.9946380853652954,0.20809906721115112,0.9326186776161194,9.999999747378752e-05
10,0.019438348710536957,0.9957870841026306,0.1318817436695099,0.9586523771286011,9.999999747378752e-05
11,0.014611066319048405,0.9965530633926392,0.10369021445512772,0.9678407311439514,9.999999747378752e-05
12,0.009683247655630112,0.9980850219726562,0.10443287342786789,0.9739663004875183,9.999999747378752e-05
13,0.013346539810299873,0.9961700439453125,0.10529444366693497,0.9800918698310852,9.999999747378752e-05
14,0.013629644177854061,0.9961700439453125,0.11914948374032974,0.9739663004875183,9.999999747378752e-05
15,0.007722226437181234,0.9984680414199829,0.12036756426095963,0.9785605072975159,9.999999747378752e-05
16,0.014185785315930843,0.9957870841026306,0.11569496244192123,0.9754977226257324,9.999999747378752e-05
17,0.00949539989233017,0.9984680414199829,0.11001749336719513,0.9770290851593018,9.999999747378752e-05
18,0.005048656370490789,0.9996169805526733,0.10100505501031876,0.9785605072975159,9.999999747378752e-05
19,0.006329047493636608,0.9984680414199829,0.10725859552621841,0.9800918698310852,9.999999747378752e-05
20,0.004556519445031881,0.9992340207099915,0.11697608232498169,0.9785605072975159,9.999999747378752e-05
21,0.009270109236240387,0.9984680414199829,0.10180727392435074,0.9831546545028687,9.999999747378752e-05
22,0.004966502543538809,0.9996169805526733,0.10644035041332245,0.9785605072975159,9.999999747378752e-05
23,0.0040600718930363655,0.9992340207099915,0.11528274416923523,0.9785605072975159,9.999999747378752e-05
24,0.005677531473338604,0.9988510012626648,0.12666873633861542,0.9754977226257324,9.999999747378752e-05
25,0.004200935363769531,0.9988510012626648,0.12158875912427902,0.9754977226257324,9.999999747378752e-05
26,0.006158011499792337,0.9984680414199829,0.13428851962089539,0.9754977226257324,9.999999747378752e-05
27,0.006929243449121714,0.9977020025253296,0.11293395608663559,0.9800918698310852,9.999999747378752e-05
28,0.015633556991815567,0.9965530633926392,0.13105465471744537,0.9678407311439514,9.999999747378752e-05
29,0.00870793778449297,0.9965530633926392,0.13322749733924866,0.9754977226257324,9.999999747378752e-05
30,0.008582725189626217,0.996936023235321,0.13171769678592682,0.9800918698310852,9.999999747378752e-05
31,0.0049225203692913055,0.9980850219726562,0.12524963915348053,0.9785605072975159,9.999999747378752e-05
32,0.002575275953859091,0.9992340207099915,0.12071532756090164,0.9816232919692993,9.999999747378752e-05
33,0.0045389519073069096,0.9984680414199829,0.11433523148298264,0.9770290851593018,9.999999747378752e-05
34,0.015327814035117626,0.9965530633926392,0.09506156295537949,0.9754977226257324,9.999999747378752e-05
35,0.009651977568864822,0.9980850219726562,0.09398705512285233,0.972434937953949,9.999999747378752e-05
36,0.005398132372647524,0.9980850219726562,0.10404989123344421,0.9816232919692993,9.999999747378752e-05
37,0.005073365289717913,0.9980850219726562,0.17670473456382751,0.9709035158157349,9.999999747378752e-05
38,0.0034575550816953182,0.9992340207099915,0.1360280066728592,0.9831546545028687,9.999999747378752e-05
39,0.013399810530245304,0.9950210452079773,0.15802499651908875,0.9663093686103821,9.999999747378752e-05
40,0.006894598715007305,0.9977020025253296,0.13211463391780853,0.9816232919692993,9.999999747378752e-05
41,0.009472999721765518,0.996936023235321,0.1575891375541687,0.9739663004875183,9.999999747378752e-05
42,0.004243992734700441,0.9984680414199829,0.18082931637763977,0.9739663004875183,9.999999747378752e-05
43,0.005877539981156588,0.9984680414199829,0.1455508917570114,0.9739663004875183,9.999999747378752e-05
44,0.003392135491594672,0.9980850219726562,0.13225704431533813,0.9800918698310852,9.999999747378752e-05
45,0.00878862850368023,0.996936023235321,0.156296968460083,0.9709035158157349,9.999999747378752e-05
46,0.003321565454825759,0.9988510012626648,0.15888436138629913,0.9800918698310852,9.999999747378752e-05
47,0.0035861392971128225,0.9988510012626648,0.14184314012527466,0.9831546545028687,9.999999747378752e-05
48,0.002144475467503071,1.0,0.135179802775383,0.9800918698310852,9.999999747378752e-05
49,0.0022134026512503624,0.9992340207099915,0.13915838301181793,0.9785605072975159,9.999999747378752e-05
